raw_04_europe_renewables_share
Area;ISO 3 code;Year;Area type;Electricity source;Is aggregated source;Generation (TWh);Generation YoY change (TWh);Generation YoY change (%);Share of generation (%);Share of generation YoY change (% points);Emissions (MtCO2e);Emissions YoY change (MtCO2e);Emissions YoY change (%);Share of emissions (%);Emissions intensity (gCO2e/kWh);Continent;Ember region;EU member;OECD member;G20 member;G7 member;ASEAN member
Czechia;CZE;2020;Country or economy;Wind and solar;TRUE;2.99;-0.03;-993;3.733;0.21;117;-2;-1.681;317;39.13;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Hydro, bioenergy and other renewables;TRUE;7.35;0.31;4.403;9.176;963;1.177;42;3.7;3.193;160.136;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Renewables;TRUE;10.34;0.28;2.783;12.909;1.173;1.295;41;3.27;3.513;125.242;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Clean;TRUE;40.38;0.07;174;50.412;3.387;1.44;0.04;2.857;3.906;35.661;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Fossil;TRUE;39.72;-5.69;-12.53;49.588;-3.387;35.422;-6.335;-15.171;96.094;891.793;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Total generation;TRUE;80.1;-5.62;-6.556;100.0;0.0;36.862;-6.295;-14.586;100.001;460.2;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Demand;TRUE;69.95;-2.67;-3.677;87.328;2.61;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Hard coal;TRUE;1.93;-0.23;-10.648;2.409;-111;1.856;-221;-10.64;5.035;961.658;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2020;Country or economy;Thermal;TRUE;44.93;-5.51;-10.924;56.092;-2.751;36.548;-6.296;-14.695;99.149;813.443;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Solar;FALSE;2.25;-0.04;-1.747;2.689;-0.17;107;-2;-1.835;271;47.556;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Onshore wind;FALSE;0.6;-0.1;-14.286;717;-157;7;-2;-22.222;18;11.667;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Hydro;FALSE;2.41;0.27;12.617;2.881;209;57;6;11.765;144;23.651;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Bioenergy;FALSE;5.38;0.17;3.263;6.431;-73;1.163;37;3.286;2.947;216.171;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Nuclear;FALSE;30.73;0.69;2.297;36.732;-771;148;3;2.069;375;4.816;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Lignite;FALSE;31.41;2.34;8.05;37.545;1.253;31.68;2.252;7.653;80.282;1008.596;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Gas;FALSE;7.31;0.44;6.405;8.738;161;3.108;187;6.402;7.876;425.171;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Other fossil;FALSE;0.8;-1.05;-56.757;956;-1.354;526;-691;-56.779;1.333;657.5;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Net imports;FALSE;-11.08;-0.93;9.163;-13.244;-572;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Wind;TRUE;0.6;-0.1;-14.286;717;-157;7;-2;-22.222;18;11.667;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Coal;TRUE;34.18;3.18;10.258;40.856;2.154;34.344;3.06;9.781;87.033;1004.798;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Wind and solar;TRUE;2.85;-0.14;-4.682;3.407;-326;114;-3;-2.564;289;40.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Hydro, bioenergy and other renewables;TRUE;7.79;0.44;5.986;9.311;135;1.22;43;3.653;3.092;156.611;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Renewables;TRUE;10.64;0.3;2.901;12.718;-191;1.335;0.04;3.089;3.383;125.47;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Clean;TRUE;41.37;0.99;2.452;49.45;-962;1.483;43;2.986;3.758;35.847;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Fossil;TRUE;42.29;2.57;6.47;50.55;962;37.978;2.556;7.216;96.242;898.037;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Total generation;TRUE;83.66;3.56;4.444;100.0;0.0;39.461;2.599;7.051;100.0;471.683;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Demand;TRUE;72.58;2.63;3.76;86.756;-572;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Hard coal;TRUE;2.77;0.84;43.523;3.311;902;2.663;807;43.481;6.748;961.372;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2021;Country or economy;Thermal;TRUE;47.67;2.74;6.098;56.981;889;39.141;2.593;7.095;99.189;821.082;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Solar;FALSE;2.63;0.38;16.889;3.141;452;125;18;16.822;306;47.529;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Onshore wind;FALSE;0.64;0.04;6.667;764;47;8;1;14.286;0.02;12.5;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Hydro;FALSE;2.09;-0.32;-13.278;2.496;-385;0.05;-7;-12.281;122;23.923;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Bioenergy;FALSE;5.41;0.03;558;6.461;0.03;1.17;7;602;2.861;216.266;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Nuclear;FALSE;31.02;0.29;944;37.048;316;0.15;2;1.351;367;4.836;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Lignite;FALSE;34.45;3.04;9.678;41.144;3.599;34.736;3.056;9.646;84.938;1008.302;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Gas;FALSE;4.33;-2.98;-40.766;5.171;-3.567;1.841;-1.267;-40.766;4.502;425.173;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Other fossil;FALSE;0.73;-0.07;-8.75;872;-84;0.48;-46;-8.745;1.174;657.534;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Net imports;FALSE;-13.53;-2.45;22.112;-16.159;-2.915;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Wind;TRUE;0.64;0.04;6.667;764;47;8;1;14.286;0.02;12.5;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Coal;TRUE;36.88;2.7;7.899;44.046;3.19;37.072;2.728;7.943;90.65;1005.206;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Wind and solar;TRUE;3.27;0.42;14.737;3.905;498;133;19;16.667;325;40.673;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Hydro, bioenergy and other renewables;TRUE;7.5;-0.29;-3.723;8.957;-354;1.219;-1;-82;2.981;162.533;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Renewables;TRUE;10.77;0.13;1.222;12.863;145;1.352;17;1.273;3.306;125.534;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Clean;TRUE;41.79;0.42;1.015;49.91;0.46;1.502;19;1.281;3.673;35.942;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Fossil;TRUE;41.94;-0.35;-828;50.09;-0.46;39.394;1.416;3.728;96.328;939.294;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Total generation;TRUE;83.73;0.07;84;100.0;0.0;40.896;1.435;3.637;100.001;488.427;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Demand;TRUE;70.2;-2.38;-3.279;83.841;-2.915;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Hard coal;TRUE;2.43;-0.34;-12.274;2.902;-409;2.337;-326;-12.242;5.715;961.728;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2022;Country or economy;Thermal;TRUE;47.35;-0.32;-671;56.551;-0.43;40.563;1.422;3.633;99.187;856.663;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Solar;FALSE;2.89;0.26;9.886;3.813;672;137;12;9.6;408;47.405;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Onshore wind;FALSE;0.7;0.06;9.375;923;159;9;1;12.5;27;12.857;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Hydro;FALSE;2.36;0.27;12.919;3.113;617;56;6;12.0;167;23.729;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Bioenergy;FALSE;5.19;-0.22;-4.067;6.847;386;1.122;-48;-4.103;3.345;216.185;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Nuclear;FALSE;30.41;-0.61;-1.966;40.119;3.071;147;-3;-2.0;438;4.834;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Lignite;FALSE;28.01;-6.44;-18.694;36.953;-4.191;28.242;-6.494;-18.695;84.185;1008.283;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Gas;FALSE;3.68;-0.65;-15.012;4.855;-316;1.565;-276;-14.992;4.665;425.272;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Other fossil;FALSE;0.63;-0.1;-13.699;831;-41;415;-65;-13.542;1.237;658.73;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Net imports;FALSE;-9.18;4.35;-32.151;-12.111;4.048;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Wind;TRUE;0.7;0.06;9.375;923;159;9;1;12.5;27;12.857;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Coal;TRUE;29.94;-6.94;-18.818;39.499;-4.547;30.098;-6.974;-18.812;89.717;1005.277;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Wind and solar;TRUE;3.59;0.32;9.786;4.736;831;146;13;9.774;435;40.669;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Hydro, bioenergy and other renewables;TRUE;7.55;0.05;667;9.96;1.003;1.178;-41;-3.363;3.511;156.026;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Renewables;TRUE;11.14;0.37;3.435;14.697;1.834;1.324;-28;-2.071;3.947;118.851;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Clean;TRUE;41.55;-0.24;-574;54.815;4.905;1.471;-31;-2.064;4.385;35.403;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Fossil;TRUE;34.25;-7.69;-18.336;45.185;-4.905;32.077;-7.317;-18.574;95.616;936.555;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Total generation;TRUE;75.8;-7.93;-9.471;100.0;0.0;33.548;-7.348;-17.968;100.001;442.586;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Demand;TRUE;66.62;-3.58;-5.1;87.889;4.048;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Hard coal;TRUE;1.93;-0.5;-20.576;2.546;-356;1.856;-481;-20.582;5.532;961.658;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2023;Country or economy;Thermal;TRUE;39.44;-7.91;-16.705;52.032;-4.519;33.199;-7.364;-18.154;98.961;841.76;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Solar;FALSE;3.59;0.7;24.221;4.931;1.118;171;34;24.818;567;47.632;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Onshore wind;FALSE;0.67;-0.03;-4.286;0.92;-3;8;-1;-11.111;27;11.94;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Hydro;FALSE;2.66;0.3;12.712;3.653;0.54;63;7;12.5;209;23.684;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Bioenergy;FALSE;5.38;0.19;3.661;7.389;542;1.163;41;3.654;3.856;216.171;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Nuclear;FALSE;29.7;-0.71;-2.335;40.791;672;143;-4;-2.721;474;4.815;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Lignite;FALSE;25.16;-2.85;-10.175;34.556;-2.397;25.368;-2.874;-10.176;84.1;1008.267;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Gas;FALSE;3.79;0.11;2.989;5.205;0.35;1.611;46;2.939;5.341;425.066;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Other fossil;FALSE;0.5;-0.13;-20.635;687;-144;329;-86;-20.723;1.091;658.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Net imports;FALSE;-6.66;2.52;-27.451;-9.147;2.964;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Wind;TRUE;0.67;-0.03;-4.286;0.92;-3;8;-1;-11.111;27;11.94;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Coal;TRUE;26.52;-3.42;-11.423;36.424;-3.075;26.675;-3.423;-11.373;88.433;1005.845;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Wind and solar;TRUE;4.26;0.67;18.663;5.851;1.115;179;33;22.603;593;42.019;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Hydro, bioenergy and other renewables;TRUE;8.04;0.49;6.49;11.042;1.082;1.226;48;4.075;4.064;152.488;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Renewables;TRUE;12.3;1.16;10.413;16.893;2.196;1.405;81;6.118;4.658;114.228;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Clean;TRUE;42.0;0.45;1.083;57.684;2.869;1.548;77;5.235;5.132;36.857;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Fossil;TRUE;30.81;-3.44;-10.044;42.316;-2.869;28.616;-3.461;-10.79;94.868;928.789;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Total generation;TRUE;72.81;-2.99;-3.945;100.0;0.0;30.164;-3.384;-10.087;100.0;414.284;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Demand;TRUE;66.15;-0.47;-705;90.853;2.964;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Hard coal;TRUE;1.36;-0.57;-29.534;1.868;-678;1.308;-548;-29.526;4.336;961.765;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2024;Country or economy;Thermal;TRUE;36.19;-3.25;-8.24;49.705;-2.327;29.779;-3.42;-10.302;98.723;822.852;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Solar;FALSE;4.39;0.8;22.284;5.822;891;209;38;22.222;0.69;47.608;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Onshore wind;FALSE;0.57;-0.1;-14.925;756;-164;7;-1;-12.5;23;12.281;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Hydro;FALSE;1.71;-0.95;-35.714;2.268;-1.385;41;-22;-34.921;135;23.977;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Bioenergy;FALSE;6.05;0.67;12.454;8.024;635;1.308;145;12.468;4.316;216.198;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Other renewables;FALSE;-0.1;-0.1;;-133;-133;-4;-4;;-13;40.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Nuclear;FALSE;31.94;2.24;7.542;42.361;1.57;154;11;7.692;508;4.822;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Lignite;FALSE;25.11;-0.05;-199;33.302;-1.254;25.317;-51;-201;83.542;1008.244;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Gas;FALSE;4.08;0.29;7.652;5.411;206;1.735;124;7.697;5.725;425.245;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Other fossil;FALSE;0.16;-0.34;-68.0;212;-475;105;-224;-68.085;346;656.25;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Net imports;FALSE;-7.43;-0.77;11.562;-9.854;-707;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Wind;TRUE;0.57;-0.1;-14.925;756;-164;7;-1;-12.5;23;12.281;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Coal;TRUE;26.6;0.08;302;35.279;-1.145;26.75;75;281;88.271;1005.639;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Wind and solar;TRUE;4.96;0.7;16.432;6.578;727;216;37;20.67;713;43.548;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Hydro, bioenergy and other renewables;TRUE;7.66;-0.38;-4.726;10.159;-883;1.345;119;9.706;4.438;175.587;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Renewables;TRUE;12.62;0.32;2.602;16.737;-156;1.56;155;11.032;5.148;123.613;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Clean;TRUE;44.56;2.56;6.095;59.098;1.414;1.715;167;10.788;5.659;38.487;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Fossil;TRUE;30.84;0.03;97;40.902;-1.414;28.59;-26;-91;94.343;927.043;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Total generation;TRUE;75.4;2.59;3.557;100.0;0.0;30.304;0.14;464;99.999;401.91;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Demand;TRUE;67.97;1.82;2.751;90.146;-707;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Hard coal;TRUE;1.49;0.13;9.559;1.976;108;1.433;125;9.557;4.729;961.745;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Czechia;CZE;2025;Country or economy;Thermal;TRUE;36.89;0.7;1.934;48.926;-779;29.898;119;0.4;98.659;810.464;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Solar;FALSE;0.0;;;0.0;;0.0;;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Onshore wind;FALSE;0.61;;;2.352;;7;;;0.03;11.475;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Hydro;FALSE;0.03;;;116;;1;;;4;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Bioenergy;FALSE;0.19;;;732;;41;;;178;215.789;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Other renewables;FALSE;0.0;;;0.0;;0.0;;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Nuclear;FALSE;0.0;;;0.0;;0.0;;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Lignite;FALSE;0.0;;;0.0;;0.0;;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Gas;FALSE;0.69;;;2.66;;259;;;1.123;375.362;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Other fossil;FALSE;0.86;;;3.315;;566;;;2.453;658.14;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Net imports;FALSE;7.05;;;27.178;;0.0;;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Wind;TRUE;0.61;;;2.352;;7;;;0.03;11.475;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Coal;TRUE;23.56;;;90.825;;22.196;;;96.211;942.105;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Wind and solar;TRUE;0.61;;;2.352;;7;;;0.03;11.475;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.22;;;848;;42;;;182;190.909;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Renewables;TRUE;0.83;;;3.2;;49;;;212;59.036;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Clean;TRUE;0.83;;;3.2;;49;;;212;59.036;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Fossil;TRUE;25.11;;;96.8;;23.021;;;99.787;916.806;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Total generation;TRUE;25.94;;;100.0;;23.07;;;100.0;889.36;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Demand;TRUE;32.99;;;127.178;;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Thermal;TRUE;25.3;;;97.533;;23.062;;;99.965;911.542;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1990;Country or economy;Hard coal;TRUE;23.56;;;90.825;;22.196;;;96.211;942.105;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Onshore wind;FALSE;0.74;0.13;21.311;2.03;-322;9;2;28.571;28;12.162;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Hydro;FALSE;0.03;0.0;0.0;82;-34;1;0.0;0.0;3;33.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Bioenergy;FALSE;0.29;0.1;52.632;796;64;63;22;53.659;193;217.241;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Lignite;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Denmark;DNK;1991;Country or economy;Gas;FALSE;0.83;0.14;20.29;2.277;-383;311;52;20.077;953;374.699;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
